id,antiguedad,habitaciones,garages,banos,metroscubiertos,metrostotales,gimnasio,usosmultiples,piscina,escuelascercanas,centroscomercialescercanos,anio,ciudad,provincia,tipodepropiedad,titulo_features_enc,descripcion_features_enc
291559,5,4,2,3,178,176,0,0,0,1,1,2013,496,9,0,42,99
47949,0,2,1,1,60,155,0,0,1,0,0,2016,148,17,0,79,102
213210,60,5,0,1,320,280,0,0,0,1,1,2012,150,25,2,10,86
134535,10,1,1,1,45,45,0,0,0,1,1,2016,193,9,0,32,30
123954,0,2,2,1,52,180,0,0,0,0,0,2012,254,2,2,48,10
50607,0,2,1,2,200,400,0,0,0,0,1,2014,100,5,1,5,98
28686,20,3,3,2,90,120,0,0,0,1,1,2015,495,11,20,15,90
258367,8,2,0,2,336,336,0,0,0,0,0,2015,544,30,19,18,29
117986,5,3,2,2,140,185,0,0,0,1,1,2015,344,21,3,79,69
11661,8,2,1,1,63,176,0,0,0,0,0,2016,61,9,0,48,13
101637,8,6,1,2,321,176,0,0,0,1,1,2016,228,9,19,48,99
69609,20,3,3,2,150,170,0,0,0,0,0,2015,137,9,3,37,83
204075,10,3,2,2,220,166,0,0,0,1,1,2016,252,9,3,75,79
219504,1,2,0,1,83,83,0,0,0,1,1,2015,142,9,0,48,15
12609,12,2,0,2,200,176,0,0,0,0,0,2016,531,11,11,40,7
109401,0,3,1,4,192,168,0,0,0,0,0,2015,352,22,2,79,106
195112,7,2,1,2,400,176,0,0,1,1,0,2015,476,17,2,79,5
246995,10,3,3,3,173,340,0,0,0,0,0,2015,496,9,2,79,10
226422,8,3,2,2,220,320,0,0,0,0,0,2016,148,17,2,79,105
297234,8,2,2,3,141,97,0,0,0,0,0,2015,411,19,2,79,106
270424,8,2,1,2,255,403,0,0,0,0,0,2014,564,15,2,79,20
17333,8,3,1,1,100,176,0,0,0,0,0,2016,148,17,0,79,90
96115,8,3,0,2,100,100,0,0,0,0,0,2015,178,30,2,79,99
297694,8,3,1,2,122,122,0,0,0,0,0,2014,394,24,0,24,106
230429,20,3,1,2,158,158,0,0,0,0,0,2016,495,11,2,34,57
137490,8,2,0,2,110,135,0,0,0,0,0,2014,449,11,19,48,69
258177,8,3,2,3,158,216,1,0,1,1,1,2015,187,15,3,50,106
144496,1,3,2,2,165,176,1,1,1,1,1,2013,284,9,0,79,92
294857,2,2,1,1,44,44,0,0,0,0,0,2015,293,19,11,40,98
151879,0,3,2,2,135,110,0,0,0,0,0,2012,344,21,2,48,18
227746,8,3,2,2,165,118,0,0,0,0,0,2015,63,30,2,82,79
298619,0,3,2,3,330,240,0,0,0,0,1,2016,544,30,2,58,73
162976,10,3,1,2,192,164,0,0,0,0,0,2016,61,9,0,48,99
4217,7,3,2,1,160,144,0,0,0,0,0,2015,533,30,2,75,20
161950,8,2,2,2,255,176,0,0,0,0,0,2015,422,19,22,65,69
222348,7,3,1,1,70,79,0,0,0,1,1,2014,487,1,2,53,73
218875,10,2,1,1,120,120,0,0,0,0,0,2016,193,9,0,32,51
58041,20,3,0,1,89,41,0,0,0,0,0,2014,228,9,2,79,54
185978,0,3,2,1,73,144,0,0,0,1,0,2013,262,2,2,48,69
44711,3,4,3,4,173,420,0,0,0,0,1,2015,564,15,2,79,13
28740,1,3,1,2,232,160,1,0,0,1,0,2016,394,24,2,19,20
169150,8,5,3,3,300,300,0,0,0,0,0,2016,148,17,2,79,55
174956,5,3,2,3,250,127,0,0,0,1,1,2016,293,19,2,21,81
279620,5,4,1,2,252,176,0,0,0,0,0,2016,509,15,2,79,20
126826,5,2,1,1,55,44,0,0,0,0,0,2016,492,15,2,29,2
216753,0,3,0,2,120,176,0,0,0,0,0,2015,555,17,2,48,7
50793,10,4,1,2,150,400,0,0,0,1,1,2016,495,11,2,61,79
92544,0,2,1,2,168,176,0,0,0,0,0,2015,100,5,2,8,106
252717,8,3,1,1,144,188,0,0,0,1,0,2014,293,19,2,46,20
208931,0,3,2,2,164,119,0,0,0,0,0,2013,150,25,2,48,20
113339,20,3,2,1,141,120,0,0,0,1,1,2015,137,9,2,48,73
36013,5,3,0,1,86,86,0,0,0,0,0,2016,550,9,0,48,83
211214,8,3,3,4,206,254,0,0,0,1,0,2014,352,22,2,67,18
202548,0,2,0,2,270,237,0,0,0,0,0,2013,394,24,2,63,20
88001,0,4,3,3,190,274,0,0,0,0,0,2013,148,17,2,49,79
258340,5,2,1,1,57,62,0,0,0,1,1,2016,162,11,2,48,73
31537,5,3,2,2,127,165,0,0,0,0,0,2015,521,4,2,48,87
101474,8,4,2,3,240,233,0,0,0,0,0,2015,148,17,2,79,18
137952,8,2,1,2,173,399,0,0,0,0,0,2015,100,5,20,79,99
292689,0,2,2,2,115,176,0,0,0,1,1,2016,187,15,0,48,65
231142,0,3,2,3,138,101,0,0,0,0,0,2016,564,15,2,79,87
187391,9,2,2,1,63,90,0,0,0,0,0,2014,185,19,2,36,20
20081,5,3,2,2,144,266,1,1,1,1,1,2016,284,9,0,51,84
273952,8,2,2,2,139,29,0,0,0,0,0,2015,293,19,0,1,46
241546,7,4,3,3,264,247,0,0,0,0,0,2016,352,22,2,73,95
222964,8,2,1,1,61,107,0,0,0,0,0,2015,160,10,2,48,18
264030,0,2,1,2,46,46,0,0,0,0,0,2016,372,21,11,76,94
206098,4,3,1,1,100,100,0,0,0,0,1,2014,344,21,2,76,20
14831,20,8,2,2,209,178,0,0,0,1,1,2016,307,11,2,48,69
198141,12,3,1,2,320,400,0,0,0,0,0,2015,145,11,2,53,103
29626,10,3,3,4,220,176,0,0,0,0,0,2013,476,17,2,48,69
104499,0,3,1,2,65,133,0,0,0,0,0,2012,195,26,2,79,20
282657,10,8,1,1,173,320,0,0,0,0,0,2013,307,11,2,48,18
262109,8,2,0,2,173,386,0,0,1,1,0,2016,75,23,19,60,87
23934,0,4,2,4,271,202,1,1,0,1,1,2014,372,21,2,19,79
4714,0,3,2,3,209,209,0,0,0,1,1,2016,352,22,2,61,79
270158,10,3,2,2,150,180,0,0,0,1,1,2014,392,22,2,79,73
137590,1,3,2,2,250,170,0,0,0,1,1,2012,21,9,3,79,32
91189,1,2,1,1,90,99,0,0,0,1,1,2014,130,22,2,79,73
126877,21,3,2,2,360,430,0,1,0,1,1,2013,492,15,2,11,20
120696,0,3,3,3,270,178,0,1,0,1,1,2013,496,9,3,48,102
187317,1,3,3,3,311,218,0,0,0,0,0,2014,406,19,2,79,20
283132,3,3,2,2,140,176,0,0,0,1,0,2012,61,9,0,79,72
248076,10,1,0,1,50,176,0,0,0,1,0,2016,61,9,0,79,69
118455,4,2,1,2,92,130,0,0,0,1,0,2015,496,9,0,21,15
81747,8,2,1,1,105,97,0,0,0,0,0,2016,437,28,2,79,20
283314,10,3,0,2,250,200,0,0,0,1,1,2016,142,9,2,82,99
166732,0,5,0,2,195,150,0,0,0,1,1,2014,162,11,2,1,7
138694,10,3,3,3,210,120,0,0,0,1,1,2012,496,9,2,51,87
9796,0,2,1,2,81,198,0,0,0,0,0,2016,248,5,11,40,91
244824,8,2,0,2,173,144,0,0,0,0,0,2016,474,18,19,79,72
14894,11,4,3,3,270,160,0,0,0,0,0,2014,394,24,2,26,5
210316,37,3,1,3,372,213,0,0,0,1,1,2013,61,9,2,79,103
124066,20,3,2,2,225,260,0,0,0,0,0,2015,511,6,2,8,20
32417,0,3,2,2,131,119,0,0,0,1,1,2013,278,11,2,48,24
273763,1,3,2,2,129,108,0,0,0,0,0,2012,294,16,2,26,73
30877,2,3,2,2,380,380,0,0,0,1,1,2014,141,9,0,21,7
22669,8,3,2,2,124,121,0,0,0,0,0,2015,107,28,2,79,20
61050,8,2,1,2,173,114,0,0,0,0,0,2015,130,22,19,79,99
238685,5,2,2,2,90,90,1,0,1,1,1,2015,352,22,0,79,87
259028,10,2,0,3,183,92,0,0,0,0,0,2015,474,18,2,79,51
143436,10,7,0,4,187,121,0,0,0,0,0,2015,532,9,2,32,90
209672,0,4,2,4,260,180,0,1,0,1,1,2016,564,15,2,74,20
267749,15,4,2,2,110,120,0,0,0,0,0,2013,363,24,2,1,18
279440,20,3,2,3,280,360,0,0,0,0,0,2016,148,17,2,81,98
104219,10,3,1,1,102,175,0,0,0,1,1,2012,195,26,2,79,79
95741,8,2,1,1,56,56,0,0,0,0,0,2016,532,9,0,48,53
188313,0,2,2,1,90,176,0,0,0,0,0,2015,293,19,0,79,106
234039,3,3,2,3,372,317,0,0,0,0,0,2016,352,22,2,1,20
289464,8,3,2,2,173,122,0,0,0,0,0,2015,394,24,0,26,20
25962,15,3,1,2,257,176,0,0,0,0,0,2016,221,11,2,79,18
108800,5,3,1,1,226,260,0,0,0,1,1,2015,221,11,3,79,18
125791,5,3,1,2,165,201,0,0,0,1,1,2016,508,11,3,79,18
180148,0,3,2,3,313,176,0,0,0,0,0,2015,299,31,2,79,79
292746,5,2,2,2,98,98,0,0,0,0,1,2014,61,9,0,31,18
208573,10,3,2,2,120,147,0,0,0,1,0,2013,100,5,2,16,72
30534,0,2,2,2,110,180,0,0,0,0,1,2013,61,9,0,60,73
195924,8,2,2,2,105,176,0,0,0,0,0,2015,394,24,2,26,20
218267,0,5,2,4,300,300,0,0,0,1,0,2013,194,10,2,26,29
209698,20,2,1,1,86,72,0,0,0,1,1,2015,307,11,2,21,21
67833,10,3,2,2,190,200,0,0,0,1,1,2014,365,6,2,77,100
213871,8,3,0,1,110,120,0,0,0,0,0,2016,474,18,2,79,72
163904,10,2,2,2,135,135,0,0,0,1,1,2016,193,9,2,8,20
23545,0,2,1,2,72,72,0,0,0,0,1,2016,344,21,0,76,99
11500,20,3,2,3,200,125,0,0,0,1,1,2015,496,9,2,79,73
272317,15,3,2,3,194,122,0,0,0,0,0,2016,344,21,2,82,72
45587,8,3,2,2,128,120,0,0,0,0,0,2014,303,11,2,48,95
185129,8,3,1,3,258,176,0,0,0,0,0,2016,132,30,2,10,18
157090,7,2,1,1,60,97,0,0,0,0,0,2014,294,16,3,26,76
105811,30,3,2,4,320,368,0,0,0,0,0,2012,211,11,2,79,73
24576,8,3,2,2,122,122,0,0,0,0,0,2015,394,24,0,26,20
121235,4,2,2,2,79,176,0,0,0,0,0,2015,75,23,0,79,62
126021,10,3,2,3,180,176,1,0,1,1,1,2015,211,11,0,73,69
121539,4,3,3,4,256,205,1,0,1,1,1,2016,352,22,3,26,72
49797,8,5,2,2,350,100,0,0,0,0,0,2013,496,9,2,48,18
183565,0,2,2,2,135,192,0,0,0,1,1,2016,352,22,2,12,60
117337,8,3,1,3,85,87,0,0,0,0,0,2015,394,24,2,26,18
28967,28,3,2,2,247,123,0,0,0,0,0,2014,188,19,2,79,20
72208,1,2,2,2,93,176,0,0,0,1,0,2012,142,9,0,79,105
186730,5,3,2,2,350,350,0,0,0,1,1,2016,252,9,2,53,69
241386,5,4,1,4,320,280,0,1,0,0,0,2014,303,11,2,79,60
162883,0,3,2,3,197,140,0,0,0,0,0,2013,372,21,2,12,72
109050,5,2,2,2,112,120,0,0,0,1,1,2014,61,9,0,48,73
212061,20,3,1,1,72,72,0,0,0,1,0,2013,162,11,0,48,99
229721,8,3,1,2,375,176,0,0,0,0,0,2016,352,22,2,79,56
263753,0,3,3,2,105,105,0,1,0,1,1,2015,496,9,0,79,101
28870,30,4,0,1,110,140,0,0,0,1,1,2013,502,29,2,6,69
294495,7,2,1,2,95,176,0,0,0,0,0,2012,284,9,0,79,55
95684,10,3,1,3,375,176,0,0,0,0,0,2015,564,15,2,22,20
240733,10,2,1,1,87,176,0,0,0,1,1,2013,394,24,0,79,20
218917,8,3,2,2,317,180,0,0,0,0,0,2016,406,19,2,8,72
20671,0,3,2,2,195,250,0,0,1,1,1,2015,430,23,22,21,15
207138,0,2,0,2,100,126,0,0,0,1,0,2013,353,6,2,60,106
71005,10,4,1,1,380,220,0,0,0,1,1,2016,145,11,2,79,73
78967,20,3,2,3,200,200,0,0,0,0,1,2016,21,9,2,6,57
31277,20,2,2,3,250,370,0,0,0,1,1,2015,496,9,19,40,73
47791,8,2,2,4,185,185,0,0,0,0,0,2014,187,15,0,79,106
113621,0,3,2,2,147,147,0,0,0,0,0,2016,142,9,0,34,99
39334,4,3,2,2,130,176,0,0,0,0,0,2016,142,9,0,51,55
171927,1,3,1,2,70,176,0,0,0,0,0,2012,56,9,0,79,98
68654,20,4,1,3,173,240,0,0,0,1,1,2014,21,9,4,52,18
189710,10,2,1,1,51,51,0,0,0,0,0,2016,532,9,0,48,57
43849,10,5,1,4,300,150,1,0,0,1,0,2016,293,19,2,79,73
55832,10,2,2,2,82,176,0,0,0,0,0,2016,56,9,0,48,105
103069,0,4,2,4,357,212,0,0,0,1,1,2015,544,30,2,73,18
196165,8,2,0,2,173,98,0,0,0,0,0,2015,193,9,19,48,90
273155,5,3,2,2,105,131,0,0,0,1,1,2015,365,6,2,26,20
152772,8,4,3,4,320,233,0,0,0,0,0,2015,61,9,2,6,15
118318,0,3,2,2,147,120,0,0,0,1,1,2015,344,21,2,73,99
126396,0,2,2,2,160,160,1,0,1,1,1,2016,284,9,0,51,70
115921,5,3,1,1,88,72,0,0,0,1,1,2014,162,11,3,70,79
11666,0,3,2,2,124,176,0,0,0,0,1,2016,211,11,0,79,99
255209,1,5,2,3,350,380,0,0,0,1,0,2014,284,9,0,48,60
120583,2,2,2,2,135,135,1,1,1,1,1,2016,187,15,0,53,99
7901,20,3,1,1,50,50,0,0,0,0,0,2014,61,9,0,48,57
185091,4,3,2,2,223,225,0,0,0,0,0,2016,293,19,2,29,23
204617,0,6,1,2,387,176,0,0,0,0,0,2013,83,27,2,29,106
69113,12,2,0,2,173,270,0,0,0,1,1,2016,284,9,20,48,99
45782,2,3,3,4,260,270,0,0,0,1,1,2013,352,22,2,79,102
11379,8,4,1,4,360,320,0,0,0,0,0,2016,278,11,3,79,79
156686,0,3,2,4,277,303,0,0,0,0,0,2016,293,19,2,79,20
75881,9,2,3,2,415,153,0,0,0,0,0,2014,307,11,8,48,18
72400,5,3,2,2,160,176,0,0,0,1,1,2015,352,22,2,21,20
139545,8,3,2,2,94,84,0,0,0,0,0,2016,148,17,2,79,102
232883,10,5,1,1,316,316,0,0,0,0,0,2016,137,9,4,48,87
37200,5,1,1,1,121,96,0,0,0,1,1,2015,550,9,2,68,58
108146,8,2,2,2,175,120,0,0,0,0,0,2015,278,11,3,79,72
98578,8,4,1,1,200,182,0,0,0,0,0,2015,294,16,2,10,20
16710,21,7,1,3,428,176,0,0,0,0,0,2016,303,11,2,80,60
52789,10,2,1,1,70,176,0,0,0,1,1,2015,56,9,0,48,90
56081,20,3,1,1,72,72,0,0,0,0,0,2016,137,9,0,79,99
54997,5,3,2,1,78,148,0,0,0,0,0,2014,487,1,2,48,13
34144,25,6,3,3,364,185,1,1,0,1,1,2013,193,9,2,43,10
71713,0,3,2,2,175,234,0,1,0,1,1,2015,69,11,2,19,32
81160,20,2,1,1,55,68,0,0,0,0,0,2016,564,15,0,79,58
239021,10,3,1,1,87,62,0,0,0,1,1,2015,162,11,2,48,21
125386,0,4,0,2,173,300,0,0,0,0,0,2013,211,11,2,79,69
33909,8,4,1,3,367,367,0,0,0,1,1,2016,303,11,2,21,74
26986,5,3,2,4,198,165,0,0,0,1,1,2015,278,11,3,79,57
284222,10,4,1,3,230,120,0,0,0,1,1,2013,495,11,2,79,76
237419,5,3,2,2,170,200,0,0,0,1,1,2015,344,21,2,75,20
114754,1,3,1,3,170,168,0,0,0,0,0,2013,344,21,2,48,99
128351,18,4,1,4,420,176,0,0,0,1,0,2013,141,9,2,48,106
226167,30,4,2,3,170,140,0,0,0,0,0,2013,495,11,2,14,72
21899,3,1,0,1,44,47,0,0,0,0,0,2012,530,11,2,79,98
294454,8,2,3,2,240,287,0,0,0,0,0,2016,344,21,2,79,73
122926,5,4,2,1,120,140,0,0,0,0,0,2016,145,11,2,36,18
282002,6,4,1,3,218,119,0,0,0,0,0,2015,403,19,2,79,20
226370,0,3,2,2,128,117,0,0,0,0,0,2016,372,21,2,79,18
277583,8,2,2,1,140,176,0,0,0,0,0,2016,137,9,0,42,106
83727,8,2,0,2,20,176,0,0,0,1,0,2016,372,21,19,48,90
80059,7,3,2,3,200,210,0,0,0,1,1,2014,492,15,2,73,106
30764,8,2,2,2,173,210,0,0,0,0,0,2016,145,11,8,51,99
291507,5,3,3,3,240,240,1,1,0,1,1,2014,284,9,0,48,38
20770,0,3,2,2,207,165,0,0,0,0,0,2016,564,15,2,26,20
15229,40,5,2,3,245,128,0,0,0,0,0,2014,495,11,2,79,53
162106,8,4,2,3,285,134,0,0,0,0,0,2015,193,9,2,79,18
170764,1,3,3,3,281,220,0,0,0,1,0,2012,215,12,2,79,10
169456,8,3,2,3,220,182,0,0,0,0,0,2015,20,30,2,38,102
189180,10,2,1,1,270,176,0,0,1,0,0,2012,525,31,2,79,4
73485,0,3,2,1,95,100,0,0,0,0,0,2016,12,0,2,38,20
106433,8,2,1,2,173,189,0,0,0,0,0,2014,394,24,19,42,64
155608,8,3,1,2,78,188,0,0,0,0,0,2016,352,22,2,10,98
205968,8,2,1,2,173,138,0,0,0,0,0,2015,248,5,19,79,36
147366,8,2,1,2,173,160,0,0,0,0,0,2016,12,0,19,48,1
101874,8,2,1,2,86,70,0,0,0,0,0,2015,564,15,2,79,15
259210,5,2,1,2,304,152,0,0,0,0,0,2015,111,11,8,15,30
262799,10,2,1,1,123,123,0,0,0,1,1,2015,187,15,0,79,99
103906,8,3,2,2,132,176,0,0,0,0,0,2015,299,31,2,79,99
269850,8,4,0,3,121,160,0,0,0,0,0,2016,75,23,3,65,99
151687,10,3,1,1,87,145,0,0,0,1,0,2012,511,6,2,76,20
46020,8,3,3,2,280,223,0,0,0,0,1,2015,61,9,19,79,39
176479,5,2,1,1,118,102,0,0,0,0,0,2016,348,15,3,32,57
196727,7,3,2,3,150,176,0,0,1,1,1,2014,5,13,0,68,106
214337,8,3,1,2,185,170,0,0,0,0,0,2015,195,26,2,6,20
271319,4,3,1,1,77,144,0,0,0,1,1,2016,69,11,2,79,102
7900,5,2,1,1,120,120,0,0,0,1,1,2016,478,22,0,42,106
262658,8,2,2,2,83,176,0,0,0,0,0,2016,61,9,0,24,8
218088,8,3,1,2,144,90,0,0,0,0,0,2015,564,15,2,79,53
85459,8,2,1,1,58,81,0,0,0,0,0,2015,394,24,2,49,20
225947,21,3,2,2,200,123,0,0,0,0,0,2013,307,11,2,38,52
35106,10,3,1,1,200,245,0,0,0,1,1,2016,21,9,2,68,18
209894,8,3,2,2,171,160,0,0,0,0,0,2015,394,24,2,79,104
166035,0,2,2,2,80,176,0,0,0,1,0,2014,141,9,0,79,50
134792,8,3,2,2,187,176,1,1,0,1,1,2016,187,15,0,42,87
85187,5,2,2,2,110,110,1,0,1,1,1,2016,564,15,0,79,58
214712,8,2,1,2,173,360,0,0,0,0,0,2015,478,22,19,75,86
235400,4,3,2,3,226,176,0,0,0,0,0,2012,211,11,0,73,44
76383,8,2,2,2,96,104,0,0,0,0,0,2014,394,24,2,26,102
59864,20,2,0,1,63,63,0,0,0,1,1,2016,142,9,15,52,57
189598,0,3,1,2,99,69,0,0,1,1,1,2013,146,17,2,53,87
151286,10,4,1,1,150,224,0,0,0,1,1,2016,308,11,2,48,69
95067,0,2,2,2,88,176,0,0,0,0,0,2013,284,9,0,48,87
154138,8,3,2,4,243,270,0,0,0,0,0,2016,352,22,2,79,38
1027,5,2,1,1,125,44,0,0,0,1,1,2014,352,22,2,48,18
220513,2,3,3,3,173,370,0,0,0,0,0,2016,564,15,2,48,23
15276,6,3,1,3,119,90,0,0,0,0,0,2016,35,19,2,79,20
248080,5,3,1,2,103,103,1,0,1,1,1,2016,5,13,3,48,87
126742,2,2,0,1,65,65,0,0,0,0,0,2016,45,11,0,48,35
3393,5,3,3,2,119,180,0,0,0,1,1,2016,521,4,2,48,52
53395,8,2,2,1,70,227,0,0,0,0,0,2015,487,1,2,36,13
17918,0,4,3,3,260,202,0,0,0,1,1,2016,12,0,2,23,53
1581,0,3,3,2,131,194,0,0,0,1,1,2015,61,9,0,73,103
177621,8,3,2,2,252,75,0,0,0,0,0,2014,61,9,3,79,18
256765,8,3,2,2,160,125,0,0,0,0,0,2014,411,19,2,79,106
79701,8,5,3,4,173,365,0,0,0,0,0,2016,564,15,2,79,23
60856,8,4,2,4,173,310,1,1,1,1,1,2016,564,15,2,24,53
46355,8,4,2,4,280,176,0,0,0,0,0,2014,75,23,2,48,10
95436,10,4,2,3,260,290,0,0,0,1,1,2016,365,6,2,1,79
203654,48,4,2,3,205,148,0,0,0,0,0,2014,496,9,2,74,18
122873,10,3,2,2,218,155,0,0,0,1,1,2016,303,11,2,80,84
228843,10,3,3,1,350,231,0,0,0,1,0,2014,303,11,2,79,17
179726,39,3,3,2,136,180,0,0,0,1,0,2013,495,11,2,48,95
11625,8,2,2,2,64,64,0,0,0,1,1,2015,61,9,0,79,50
69085,8,4,1,2,389,380,0,0,0,0,0,2016,278,11,2,79,18
229102,8,5,1,3,238,120,0,0,0,0,0,2016,403,19,2,77,2
245833,8,2,2,1,86,137,0,0,0,1,0,2013,248,5,2,79,20
171200,8,3,2,2,104,93,0,0,0,0,0,2014,18,28,2,26,20
128008,1,3,1,2,80,105,0,0,0,1,1,2013,260,12,2,48,102
149648,3,3,2,3,225,264,0,0,0,0,0,2013,248,5,2,79,87
222272,0,1,1,1,58,176,0,0,0,0,0,2016,252,9,0,48,32
32831,8,2,1,2,173,300,0,0,0,0,0,2016,268,7,19,73,90
265738,8,1,1,1,68,68,1,0,1,1,0,2016,141,9,0,48,99
248230,0,3,1,2,173,112,0,0,0,0,0,2013,521,4,2,38,20
31956,0,3,2,2,155,108,0,0,1,1,1,2012,405,21,3,79,74
80862,5,2,1,1,65,176,0,0,0,1,0,2012,61,9,0,79,99
66361,0,3,2,3,210,148,0,0,0,0,0,2016,65,19,2,51,15
90900,25,4,1,3,250,176,0,0,0,0,0,2012,491,21,17,65,4
192306,5,5,3,2,158,158,0,0,0,0,0,2016,564,15,2,36,2
104042,0,3,1,4,329,439,1,1,0,1,1,2014,372,21,2,13,106
208536,8,3,1,1,173,122,0,0,0,0,0,2014,316,11,2,48,91
240885,8,3,2,2,380,290,0,0,0,0,0,2014,394,24,3,53,20
93114,8,3,2,2,174,136,0,0,0,1,1,2012,303,11,3,79,74
187855,9,3,1,1,67,67,0,0,0,0,0,2015,508,11,3,48,30
247584,12,2,1,1,60,60,0,0,0,0,0,2015,162,11,2,48,102
33371,0,4,3,3,246,197,0,0,0,1,1,2015,352,22,2,1,100
115495,8,2,0,2,280,280,0,0,0,1,1,2016,492,15,19,48,19
253305,10,2,1,1,60,61,0,0,0,1,1,2016,144,11,2,66,69
226327,8,3,1,2,360,380,0,0,0,0,0,2016,344,21,2,79,18
13002,10,4,2,2,216,120,0,0,0,0,0,2016,508,11,2,74,58
190241,20,2,0,2,153,248,0,0,0,1,1,2015,142,9,4,9,69
273998,5,3,1,2,420,176,0,0,1,0,0,2016,422,19,17,65,4
1557,8,3,3,3,218,162,0,0,0,0,0,2016,496,9,3,79,18
182522,4,2,2,3,200,394,0,0,1,1,1,2016,564,15,2,42,87
166062,1,3,1,2,120,176,1,1,0,1,1,2014,137,9,0,51,87
198906,8,3,2,2,400,176,0,0,0,0,0,2016,148,17,2,79,36
30914,5,3,1,3,250,110,0,0,0,0,0,2016,254,2,2,77,18
27995,8,3,2,2,173,155,0,0,0,0,0,2016,394,24,0,79,106
264573,12,2,1,1,45,49,0,0,0,1,1,2013,509,15,3,79,73
964,6,2,1,1,40,140,0,0,0,1,1,2012,474,18,2,83,20
174560,35,2,0,1,60,176,0,0,0,0,0,2012,142,9,15,52,87
28624,5,3,2,3,320,300,0,0,0,1,1,2016,45,11,2,21,65
78665,5,2,2,2,213,213,1,1,1,1,1,2015,141,9,0,48,55
293287,5,3,1,1,91,176,0,0,0,0,0,2016,352,22,2,79,60
298817,5,2,1,1,51,72,0,0,0,0,0,2016,344,21,2,48,69
287195,10,2,1,1,95,176,0,0,0,1,1,2016,294,16,2,80,76
77803,16,8,1,1,253,199,0,0,0,0,0,2012,145,11,2,48,30
138900,1,3,1,2,187,132,0,0,0,0,1,2016,100,5,2,79,20
81512,4,3,2,2,100,83,0,0,0,0,0,2016,259,11,3,79,73
49569,8,3,3,3,408,176,0,0,0,0,0,2015,299,31,2,23,53
194168,2,2,1,2,112,137,0,0,0,0,0,2016,372,21,15,52,91
127842,5,2,1,1,55,48,0,0,0,1,0,2015,144,11,2,26,54
16590,8,3,2,2,125,165,0,0,0,0,0,2016,279,1,2,51,52
10280,0,3,2,4,228,200,0,0,0,0,0,2015,352,22,2,79,98
165448,4,3,2,2,160,153,0,0,0,0,0,2016,564,15,2,73,20
25010,4,2,1,2,120,120,0,0,0,1,1,2015,142,9,0,79,53
35582,0,3,3,3,350,298,0,1,0,1,1,2014,303,11,2,80,87
23695,4,2,1,2,63,63,0,0,0,1,1,2015,495,11,0,27,73
275075,35,3,1,2,175,225,0,0,0,1,0,2012,195,26,2,79,57
210420,50,2,0,2,280,250,0,0,0,1,0,2013,532,9,4,53,58
89630,8,3,1,2,78,101,0,0,0,0,0,2014,12,0,2,79,101
216485,20,1,1,1,46,46,0,0,0,0,0,2015,532,9,0,68,30
71059,8,3,2,2,104,128,0,0,0,0,0,2016,195,26,2,53,20
147900,0,3,2,1,124,100,0,0,0,1,1,2013,344,21,2,21,18
142935,1,4,1,2,173,272,0,0,0,1,1,2012,352,22,2,48,79
33181,5,3,2,3,250,200,0,1,0,1,1,2015,303,11,2,80,54
37800,8,2,0,1,70,68,0,0,0,0,0,2015,155,30,2,79,20
183198,8,3,1,3,173,315,0,0,0,0,0,2015,394,24,2,79,15
175534,5,3,1,1,80,110,0,0,0,1,1,2016,487,1,2,48,98
207035,1,3,2,2,219,127,0,0,0,0,0,2016,344,21,2,79,69
30997,1,3,2,2,265,262,0,0,1,0,0,2012,114,30,2,10,57
46310,3,3,3,3,260,260,0,0,0,0,0,2014,211,11,0,13,55
163203,0,2,2,2,100,176,0,0,0,1,1,2016,496,9,0,48,98
162205,25,6,2,2,248,420,0,0,0,0,0,2015,188,19,2,10,58
10627,28,2,0,1,56,56,0,0,0,1,1,2013,142,9,0,48,76
266073,26,3,3,2,270,288,0,0,0,0,0,2013,252,9,3,36,17
222825,0,3,2,2,116,176,1,0,0,1,1,2016,278,11,0,19,106
154584,0,2,2,1,70,105,0,0,0,1,1,2016,287,14,2,49,57
162081,5,3,1,3,86,86,0,0,0,1,1,2016,550,9,0,48,21
79084,10,3,2,1,87,176,0,0,0,0,0,2014,137,9,0,79,39
200433,8,2,0,2,173,128,0,0,0,1,1,2016,394,24,19,79,99
109297,0,3,2,3,145,160,0,0,1,0,0,2013,430,23,17,48,88
22045,3,5,3,3,152,152,0,0,1,1,1,2014,268,7,2,48,87
104778,25,3,1,1,153,100,0,0,0,1,1,2014,394,24,2,26,20
279080,16,3,2,2,173,375,0,0,0,0,0,2015,406,19,2,51,98
22848,10,2,1,1,61,61,0,0,0,0,0,2016,496,9,0,39,10
142895,0,3,1,2,73,50,0,0,1,0,0,2016,551,17,2,79,99
59548,8,2,1,1,40,40,0,0,0,0,0,2016,394,24,11,40,99
214645,10,3,3,2,258,225,0,0,0,0,0,2015,21,9,2,36,18
123770,20,2,0,1,90,90,0,0,0,0,0,2016,61,9,0,79,72
257188,30,3,2,2,290,150,0,0,0,0,0,2014,303,11,2,79,95
252739,5,6,2,2,275,122,0,0,0,1,1,2015,211,11,2,1,18
96889,8,2,2,2,92,176,0,0,0,0,0,2016,61,9,0,64,37
8239,0,2,2,2,39,39,0,0,0,0,0,2015,100,5,11,40,37
54064,8,2,1,2,53,180,0,0,0,0,0,2014,299,31,2,79,72
